left,right,left_correct,right_correct,confidence,approved,source,model,decided_on,note
geschmackvollem,*,geschmackvollem,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Die Endung -em ist eine korrekte grammatikalische Beugung (Dativ Singular Maskulin/Neutrum) und deutet auf ein folgendes Substantiv in der nächsten Zeile hin; gemäß Regel 2 ist dies meist kein OCR-Feh
gespendel,*,gespendet,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms gespendet: Grammatikalisch ist das Partizip Perfekt 'gespendet' an dieser Stelle zwingend erforderlich; 'gespendel' existiert im Deutschen nicht.
gesundem,*,gesunden,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms gesunden: Nach dem unbestimmten Artikel 'einem' im Dativ ist die Adjektivendung '-en' grammatisch zwingend (schwache Deklination).
gesundet,*,gesundet,*,medium,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Obwohl 'genesen' der korrekte Begriff wäre, passt 'gesundet' an dieser Stelle grammatikalisch als Partizip II (ist wieder gesundet), während 'gesunden' in diesem Satzbau grammatikalisch unmöglich ist."
geweser,*,gewesen,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms gewesen: Klassischer OCR-Fehler (n -> r am Zeilenende); 'gewesen' ist das korrekte Partizip Perfekt.
gewonner,*,gewonnen,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms gewonnen: Typischer OCR-Fehler (n -> r) am Zeilenende; grammatikalisch ist hier das Partizip Perfekt 'gewonnen' erforderlich.
graziösem,*,graziösem,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: In Beispiel 2 besteht eine grammatikalische Parallelität zu 'bissigem' (Dativ), was die Endung -em zwingend macht."
größern,*,größern,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Nach 'in einem' folgt der Dativ; 'größere' ist grammatikalisch unmöglich, während 'größern' eine häufige historische Elision von 'größeren' ist."
günstigt,*,günstigt,*,medium,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Das Wort steht am Satzende (gekennzeichnet durch den Punkt). In dieser Position ist eine Verbform (hier vermutlich als Teil von 'begünstigt') grammatikalisch plausibler als das Adjektiv 'günstige', we"
gütigem,*,gütigem,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Die Präposition 'mit' verlangt den Dativ; die Endung -em ist hier eine korrekte grammatikalische Beugung.
haber,*,haben,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms haben: Typischer OCR-Fehler am Zeilenende (n wird zu r); 'haben' ist die grammatikalisch korrekte Verbform.
haltes,*,halten,*,medium,,llm,google/gemma-4-31b,2026-09-01,"confirms halten: Das Wort 'haltes' ist am Satzende grammatikalisch unplausibel, während 'halten' ein häufiges Verb ist und der Fehler im letzten Buchstaben dem beschriebenen OCR-Muster entspricht."
hard,*,hart,*,medium,,llm,google/gemma-4-31b,2026-09-01,confirms hart: „hard“ ist kein Standardwort des Deutschen; „hart“ ist die korrekte Schreibweise des Adjektivs und im Korpus häufig belegt.
hatter,*,hatten,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms hatten: Plurales Subjekt (Szirmay, Teleki und Mikes) erfordert die Verbform 'hatten'; typischer OCR-Fehler n->r am Zeilenende."
heid,*,heim,*,low,,llm,google/gemma-4-31b,2026-09-01,"confirms heil: Das Wort 'heid' existiert im Deutschen nicht; 'heim' ist ein häufiges Satzendwort in Berichten dieser Art, jedoch fehlt der Kontext für eine eindeutige Entscheidung."
heiliger,*,heiliger,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Die Grammatik beider Textstellen erfordert die Endung -er (Nominativ Maskulinum bei 'ein unauflöslicher heiliger...' und Dativ Femininum bei 'nach... stiller heiliger [Feier/Zeremonie]'). 'Heiligen' w
heit,*,heit,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Es handelt sich höchstwahrscheinlich um die korrekte Transkription der Endung eines Nomens (z. B. Freiheit, Höflichkeit), was am Zeilenende sehr häufig vorkommt."
heitert,*,heitert,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Das Wort 'heitert' ist eine korrekte deutsche Verbform (3. Person Singular Präsens von heitern) und steht hier am Satzende; es gibt keinen Grund, es zu ändern."
helm,*,helm,*,low,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Das Wort ist ein gültiger deutscher Begriff (Substantiv). Ohne weiteren Kontext gibt es keinen grammatikalischen Grund, es gegen die häufigere Form 'hell' auszutauschen."
hely,*,hell,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms hell: 'hely' ist kein existierendes deutsches Wort, während 'hell' ein gebräuchliches Adjektiv ist."
heuriger,*,heurigen,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms heurigen: In Textstelle 1 erzwingt die Präpositionalphrase 'in der' (Dativ Femininum) die Endung '-en'. Zudem passt dies exakt zum beschriebenen OCR-Fehler n -> r am Zeilenende.
heuriges,*,heuriges,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end review: Kongruenz mit dem vorangehenden Adjektiv 'drittes' (Neutrum Singular), was die Endung -es erfordert."
hief,*,hieß,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms hier: In Frakturschriften wird das 'ß' oft als 'f' gelesen; 'Dort hieß' ist grammatikalisch sinnvoll, während 'Dort hier' widersprüchlich und 'hief' kein existierendes Wort ist."
hierber,*,hierbei,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms hierbei: 'hierber' ist kein existierendes Wort; 'hierbei' passt grammatikalisch und kontextuell perfekt.
hies,*,hieß,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end review: In diesem Kontext leitet 'der hieß' höchstwahrscheinlich einen Relativsatz ein, um eine Person beim Namen zu nennen. Zudem ist der OCR-Fehler von 'ß' zu 's' sehr häufig."
hiesiger,*,hiesigen,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end review: Im ersten Beispiel verlangt der Genitiv ('des') zwingend die Endung '-en'. Im zweiten Beispiel passt 'die hiesigen' (Plural) grammatikalisch, während 'hiesiger' nicht passt."
hänge,*,hänge,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Konjunktiv II nach 'als' ist grammatikalisch korrekt.
höchstes,*,höchstes,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end review: Das Wort ist in allen drei Kontexten grammatikalisch korrekt als Attribut zu einem folgenden Neutrum (z. B. 'höchstes Lob', 'höchstes Ziel') einsetzbar."
ihner,*,ihnen,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms ihnen: Grammatikalisch korrekter Dativ Plural nach der Präposition 'von'; typischer OCR-Fehler n -> r am Zeilenende.
ihrei,*,ihrer,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end review: Passt grammatikalisch in allen drei Kontexten (Genitiv/Dativ feminin oder Plural), z. B. 'der Stadt Wien und ihrer' sowie 'Reihe ihrer'."
innerem,*,innerem,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Die Endung -em ist die korrekte starke Deklination im Dativ Singular nach den Präpositionen 'von' und 'mit'.
intimstem,*,intimstem,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Die Endung -em ist eine korrekte grammatikalische Beugung (Dativ Singular), wie in Rule 2 beschrieben."
italienischem,*,italienischem,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: Die Endung -em ist nach der Präposition 'auf' im Dativ Singular grammatikalisch korrekt und laut Regel 2 oft kein OCR-Fehler.
italienisches,*,italienisches,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: In beiden Kontexten ist die Endung -es grammatikalisch korrekt (bezieht sich vermutlich auf ein folgendes Neutrum wie 'Gebiet' oder 'Haus').
jagd,*,jagt,*,medium,,llm,google/gemma-4-31b,2026-09-01,confirms jagt: Das Wort steht am Satzende; 'jagt' ist die korrekte 3. Person Singular des Verbs 'jagen'. 'jagd' als kleingeschriebenes Wort existiert im Deutschen nicht (das Substantiv 'Jagd' müsste großgeschrieben
jage,*,jage,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Grammatikalisch korrekte 1. Person Singular Präsens passend zum Subjekt 'Ich selbst'.
jetziges,*,jetziges,*,medium,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Grammatikalisch korrektes Adjektiv (Neutrum Singular); ohne das folgende Substantiv gibt es keinen Grund für eine Korrektur.
juridischer,*,juridischer,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Grammatikalisch korrekt in der Konstruktion 'als juridischer [Berater/Experte]', wobei das Adjektiv die Funktion einer Berufsbezeichnung ohne Artikel übernimmt."
juristischem,*,juristischem,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Die Endung -em ist nach der Präposition 'auf' (hier im Sinne von 'auf einem Gebiet') grammatikalisch korrekt als Dativ Singular Neutrum.
jüngerem,*,jüngeren,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: In beiden Kontexten handelt es sich um eine Apposition zu einer Person (Name/Titel). Die grammatikalisch korrekte Form für 'the younger' im Dativ oder Akkusativ (passend zu 'Grafen') ist 'jüngeren'. '
jüngeres,*,jüngeres,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: Das Wort ist grammatikalisch korrekt und passt in den Kontext (z. B. gefolgt von einem neutralen Substantiv wie 'Kind' oder 'Alter'). Es liegt nicht das typische n/m -> r Fehlerbild vor.
kanm,*,kann,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms kann: Typischer OCR-Fehler am Zeilenende (m statt n); 'kann' ist die grammatikalisch korrekte Verbform.
kanr,*,kann,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms kann: Typischer OCR-Fehler (n -> r am Zeilenende); 'kann' ist die grammatikalisch korrekte Verbform.
kaufer,*,kaufen,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms kaufen: Grammatikalisch ist hier das Verb im Plural nach dem Subjekt 'Kapitalisten' erforderlich; typischer OCR-Fehler n -> r am Zeilenende.
kehrter,*,kehrten,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms kehrten: Typischer OCR-Fehler (n -> r am Zeilenende); 'kehrten' ist die korrekte Verbform.
kleid,*,kleid,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Das Wort 'Kleid' ist in einer Gesellschaftszeitschrift wie dem 'Wiener Salonblatt', die über Mode und Adel berichtet, ein zentraler Begriff und passt thematisch perfekt."
kmdo,*,kmdo,*,medium,,llm,google/gemma-4-31b,2026-09-01,"line-end review: Handelt es sich um eine Abkürzung für 'Kommando', ist die Form korrekt. Da kein Kontext vorliegt, der zwingend auf einen Rang (Kommandeur/Kommandant) hinweist, bleibt die transkribierte Form gemäß Reg"
knapr,*,knapp,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms knapp: Das Wort 'knapr' existiert im Deutschen nicht; 'knapp' passt perfekt in den Kontext der 'Aussichten'.
kommendes,*,kommenden,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms kommenden: Das Verb 'gedenken' im Sinne von 'vorhaben' wird in diesem Kontext üblicherweise mit dem Genitiv verwendet (z. B. 'gedenkt kommenden Monats/Jahres'), was die Endung -en erfordert."
kommene,*,kommend,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms kommend: Das Partizip I 'kommend' ist in der Konstruktion 'von Cannes kommend' grammatikalisch korrekt.
konnter,*,konnten,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms konnten: Plural-Subjekt in beiden Beispielen erfordert die Verbform 'konnten'; typischer OCR-Fehler n->r am Zeilenende.
kurzes,*,kurzes,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end review: Der vorangehende Artikel 'ein' verlangt in Verbindung mit einem neutralen Nomen (z. B. Stück, Wort) die Endung -es."
lache,*,lache,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Grammatikalisch korrekt für die erste Person Singular ('daß ich nicht lache').
land,*,land,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Teil der englischen Phrase »the first lady of the land«.
langt,*,langt,*,low,,llm,google/gemma-4-31b,2026-09-01,"line-end review: Das Wort ist ein gültiges deutsches Verb (z. B. 'es langt'). Ohne weiteren Kontext gibt es keinen Grund, die transkribierte Form zu ändern."
launigem,*,launigem,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Die Endung -em ist nach der Präposition 'mit' im Dativ Singular (maskulin/neutrum) grammatikalisch korrekt und gemäß Regel 2 als korrekte Beugung zu werten.
legter,*,legten,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms legten: Das Wort 'legter' existiert im Deutschen nicht; es handelt sich um den beschriebenen OCR-Fehler (n -> r am Zeilenende). In beiden Kontexten ist die Verbform 'legten' grammatikalisch plausibel, insbeso"
leister,*,leisten,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms leisten: Der Text weist das typische OCR-Fehlerbild auf, bei dem ein 'n' am Zeilenende als 'r' gelesen wurde (leisten -> leister). Grammatikalisch ist hier die Konstruktion 'hätten ... Hilfe leisten [können/wo"
leitendem,*,leitendem,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Die Endung -em ist grammatikalisch korrekt für den Dativ Singular nach dem Determiner 'dessen' (z. B. 'zu dessen leitendem Beamten'). Gemäß Regel 2 sind Endungen auf -em oft korrekte Beugungen.
letztem,*,letztem,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Gemäß Regel 2 sind Endungen auf -em meist korrekte Beugungen und kein OCR-Fehler; grammatikalisch ist die Form in beiden Kontexten (Dativ Singular) möglich.
letztes,*,letztes,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: Das Wort ist in allen drei Kontexten grammatikalisch korrekt (Neutrum Singular).
lieg,*,lieg,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: abgeschnitten
liege,*,liege,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: Das Verb muss mit dem Subjekt 'ich' im ersten Person Singular ('liege') übereinstimmen.
lien,*,ließ,*,low,,llm,google/gemma-4-31b,2026-09-01,"confirms ließ: Kein Kontext vorhanden; 'lien' ist kein gängiges deutsches Wort, während 'ließ' eine sehr hohe Korpusfrequenz aufweist und ein typischer OCR-Fehler für das Fraktur-ß ist."
lier,*,lief,*,medium,,llm,google/gemma-4-31b,2026-09-01,"confirms ließ: Im Kontext 'welcher einige Zeit lief' ist 'lief' grammatikalisch am plausibelsten, da es als intransitives Verb funktioniert (z. B. im Sinne von reisen oder in der Wendung 'lief als [Position]', was i"
längert,*,längert,*,medium,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Obwohl 'längere' im Korpus häufiger ist, handelt es sich bei 'längert' um eine korrekte Verbform (3. Person Singular). Da das Wort am Satzende steht, ist die Verbform grammatikalisch plausibler als ei"
machter,*,machten,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms machten: Grammatikalisch korrekte Verbform (Präteritum Plural); typischer OCR-Fehler n -> r am Zeilenende.
mehrerei,*,mehreren,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms mehreren: Die Präposition 'Seit' verlangt den Dativ; 'mehreren' ist die grammatikalisch korrekte Form für eine Zeitangabe im Plural.
meir,*,mein,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms mein: Typischer OCR-Fehler am Zeilenende (n -> r); 'meir' existiert im Deutschen nicht.
meister,*,meister,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: abgeschnitten
mittel,*,mitten,*,medium,,llm,google/gemma-4-31b,2026-09-01,confirms mitten: „mittel“ ergibt an dieser Stelle grammatikalisch keinen Sinn; „mitten“ ist im Korpus häufig und leitet vermutlich eine lokale Angabe ein (z. B. „mitten in...“).
mitteln,*,mittels,*,medium,,llm,google/gemma-4-31b,2026-09-01,"confirms mittels: Das Wort 'mitteln' kommt im Korpus nicht vor, während 'mittels' sehr häufig ist; zudem ist der Austausch von s/n am Zeilenende ein typischer OCR-Fehler."
moderni,*,moderne,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms moderne: „moderni“ ist kein deutsches Wort; „moderne“ ist die korrekte adjektivische Form.
musikaliscl,*,musikalisch,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms musikalisch: Klassischer OCR-Fehler am Zeilenende (l statt h); 'musikaliscl' existiert im Deutschen nicht.
möger,*,mögen,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms mögen: Typischer OCR-Fehler (n -> r) am Zeilenende; 'möger' existiert im Deutschen nicht, während 'mögen' grammatikalisch als Verb passt."
nacht,*,nacht,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Im Kontext einer Zeitangabe ('um ½12 Uhr') ist 'nacht' (als Kurzform oder OCR-Fehler für 'nachts') die einzig plausible Wahl; 'nachm' (Kontraktion von 'nach dem') ergibt hier keinen Sinn.
nahmer,*,nahmen,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms nahmen: Typischer OCR-Fehler (n -> r am Zeilenende); 'nahmen' ist die grammatikalisch korrekte Verbform nach der Zeitangabe.
nahn,*,nahm,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms nahm: In allen drei Kontexten ist 'nahm' als Teil von Wendungen wie 'nahm statt' oder 'nahm teil' grammatikalisch und inhaltlich die einzig plausible Form.
naht,*,naht,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: Das Wort ist das korrekte Prädikat (3. Person Singular Präsens von 'nahen') im Nebensatz.
nament,*,nament,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: abgeschnitten (wahrscheinlich Teil von 'namentlich')
nehmer,*,nehmen,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms nehmen: Grammatikalisch ist hier das Verb im Plural (passend zu 'Die Zeichnungen') erforderlich; die Endung -er statt -en am Zeilenende ist ein typischer OCR-Fehler.
nennet,*,nennen,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms nennen: Das Wort steht am Ende einer Aufzählung von Objekten; 'nennen' als Infinitiv ist grammatikalisch plausibel, während die Form 'nennet' (veraltet/poetisch oder Imperativ Plural) im Kontext eines Gesells"
neuestem,*,neuestem,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: In den Beispielen 2 und 3 ist die Endung -em grammatikalisch korrekt (Dativ Singular nach 'mit' bzw. in einer Konstruktion mit 'wurde'). Gemäß Regel 2 sind Endungen auf -em meist korrekte Beugungen un
neur,*,neur,*,medium,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: In Kontext 2 folgt das Wort auf einen Titel (dinal-Fürstprimas), was stark auf einen Eigennamen hindeutet; gemäß Regel 3 bleiben Eigennamen unverändert."
nichs,*,nicht,*,medium,,llm,google/gemma-4-31b,2026-09-01,confirms nicht: Standarddeutsche Negation; 'nichs' ist im Kontext einer Gesellschaftszeitschrift unüblich und wahrscheinlich ein OCR-Fehler für 'nicht'.
nötiges,*,nötiges,*,medium,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Grammatikalisch korrekte Adjektivendung für ein Neutrum im Nominativ oder Akkusativ; ohne das folgende Substantiv ist eine Korrektur zu 'nötigen' spekulativ.
pfleger,*,pflegen,*,medium,,llm,google/gemma-4-31b,2026-09-01,confirms pflegen: Der OCR-Fehler n -> r ist explizit als häufig beschrieben; zudem weist die Korpusstatistik eine deutlich höhere Frequenz für 'pflegen' auf.
politischem,*,politischem,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: Parallelismus zu 'wirtschaftlichem' im Dativ.
polnisches,*,polnisches,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Kongruenz mit dem vorangehenden Adjektiv 'neues' (Neutrum Singular)
populärster,*,populärster,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Die Endung -er ist hier grammatikalisch korrekt (z. B. in der Wendung 'in populärster Weise/Form'), während 'populärsten' einen Artikel wie 'den' erfordern würde."
proc,*,proc,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Abkürzung für 'per procurationem' (durch Stellvertretung), ein stehender Begriff bei Kriegstrauungen."
reformierter,*,reformierten,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms reformierten: Nach dem Artikel 'des' (Genitiv) ist die Endung '-en' grammatikalisch zwingend.
reichs,*,reichs,*,medium,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Ohne weiteren Kontext gibt es keinen grammatikalischen Hinweis auf einen Fehler; 'reichs' ist als Genitivform (z.B. des Reichs) plausibel.
reis,*,reis,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: Es handelt sich hierbei um eine im historischen Kontext und in Briefzitaten häufige Apokope (Wegfall des End-e) von 'reise' (von reisen). Die anderen Optionen 'reit' oder 'rein' ergeben grammatikalisc
reiser,*,reisen,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms reisen: Grammatikalisch ist hier der Infinitiv 'reisen' nach 'nicht allein' erforderlich; zudem passt das typische OCR-Fehlermuster n -> r.
reiter,*,reiter,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end review: In den Beispielen 2 und 3 ist grammatikalisch zwingend ein Nomen gefordert ('für seine...', 'zu einem...'), was nur durch 'reiter' (Reiter) erfüllt wird."
reiz,*,reiz,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end review: In Textstelle 2 passt 'zu einem Reiz' grammatikalisch perfekt als Substantiv; in Textstelle 1 ist das Wort vermutlich abgeschnitten (z. B. 'reizenden'), weshalb die transkribierte Form gemäß Regel 5 b"
reizendem,*,reizendem,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: Grammatikalisch korrekte Dativ-Endung nach der Präposition 'in'.
reproduzierer,*,reproduzieren,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms reproduzieren: Typischer OCR-Fehler (n -> r) am Zeilenende; 'reproduzieren' ist ein häufiges Verb, während 'reproduzierer' im Korpus nicht vorkommt und grammatikalisch unplausibel ist."
rest,*,resp,*,medium,,llm,google/gemma-4-31b,2026-09-01,"confirms resp: „resp.“ ist eine im historischen Kontext sehr häufige Abkürzung für „respektive“ (im Sinne von „oder vielmehr“), was hier grammatisch als Einleitung einer Alternative am Zeilenende passt, während „res"
richtigt,*,richtige,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms richtige: ""richtigt"" ist kein existierendes deutsches Wort; ""richtige"" ist die plausible Korrektur."
rieb,*,rief,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms rief: Im Kontext einer historischen Erzählung (Henri IV.) ist 'rief' (rufen) wesentlich plausibler als 'rieb' (reiben), was zudem im Korpus nicht vorkommt."
ruhn,*,ruhn,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Nach 'läßt' folgt der Infinitiv; 'ruhn' ist eine im poetischen Kontext übliche Verkürzung von 'ruhen'.
rung,*,rung,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: abgeschnitten
sana,*,sana,*,medium,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Das schließende Anführungszeichen deutet auf ein Zitat hin; 'sana' ist wahrscheinlich Teil einer lateinischen Phrase (z. B. 'mens sana').
schaffer,*,schaffen,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms schaffen: Grammatikalisch ist hier der Infinitiv nach 'zu' erforderlich; zudem passt die Verwechslung von 'n' und 'r' am Zeilenende zum beschriebenen OCR-Fehler.
scheiner,*,scheinen,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms scheinen: Pluralform des Verbs passend zum Subjekt 'die Menschen'; typischer OCR-Fehler n->r am Zeilenende.
schenkter,*,schenkten,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms schenkten: Plurales Subjekt (Neugebauer und Stössel) erfordert die Verbform 'schenkten'; 'r' am Zeilenende ist ein typischer OCR-Fehler für 'n'.
schlages,*,schlages,*,medium,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Das Wort ist eine grammatikalisch korrekte Form (Genitiv Singular von 'Schlag'). Da der Kontext zu kurz ist, um einen Fehler eindeutig nachzuweisen, bleibt die transkribierte Form gemäß Regel 2 erhalt"
schleu,*,schleu,*,medium,,llm,google/gemma-4-31b,2026-09-01,line-end misread: abgeschnitten
schlosser,*,schlossen,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms schlossen: Typischer OCR-Fehler (n -> r) am Zeilenende; 'schlossen' ist die grammatikalisch plausible Verbform im Kontext.
schluß,*,schluß,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Historische Schreibweise für 'Schluss'; passt als Satzende.
schmücke,*,schmücke,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Grammatikalisch korrekt als Konjunktiv I in einem Nebensatz oder einer indirekten Rede, was besonders in historischen Texten und Zitaten (siehe Anführungszeichen) üblich ist."
schmücker,*,schmücken,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms schmücken: Das Wort fungiert hier als Pluralverb zu 'Bilder berühmter Meister'; die Endung -er ist ein typischer OCR-Fehler für -en.
schor,*,schon,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms schon: Typischer OCR-Fehler n -> r; passt grammatikalisch als Adverb in den Satzkontext.
schreiber,*,schreiben,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms schreiben: Nach 'um zu' folgt zwingend der Infinitiv des Verbs.
schufer,*,schufer,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Das Wort steht in einer Aufzählung von Personennamen (Kammauf, Riedl, Girardi, Schich, Trebitsch); es handelt sich hierbei sehr wahrscheinlich um den Eigennamen 'Schufer'. Gemäß Regel 3 bleiben Eigenn"
schuh,*,schuf,*,medium,,llm,google/gemma-4-31b,2026-09-01,confirms schuf: Die Kleinschreibung spricht gegen das Nomen 'Schuh' und für das Verb 'schuf'; zudem ist die Häufigkeit im Korpus deutlich höher.
schul,*,schuf,*,medium,,llm,google/gemma-4-31b,2026-09-01,confirms schuf: „schuf“ ist ein existierendes Verb (Präteritum von schaffen) und passt grammatikalisch als Beginn eines neuen Satzteils; „schul“ ergibt im Kontext keinen Sinn.
schwedisches,*,schwedisches,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Kongruenz mit den vorangehenden Adjektiven 'altes' und 'wertvolles' (Neutrum Singular)
schweizerischer,*,schweizerischen,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms schweizerischen: Nach dem Artikel 'dem' (Dativ) muss das Adjektiv die Endung '-en' haben.
schönstes,*,schönstes,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: Grammatikalisch korrekt als Attribut zu einem folgenden Neutrum im Nominativ oder Akkusativ (dessen schönstes [Merkmal/Stück etc.]).
sehn,*,sehn,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end review: Poetische Kontraktion von 'sehen', die grammatikalisch in beiden Kontexten ('zu sehn', 'wollen... sehn') korrekt ist."
seht,*,seht,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Grammatikalisch korrekt als Verbform der 2. Person Plural passend zum Subjekt 'ihr'.
seid,*,seid,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: In Textstelle 2 ist die Form 'seid' grammatikalisch zwingend korrekt (Konjugation von 'sein' für die 2. Person Plural 'ihr'). Auch in Textstelle 3 ist sie wahrscheinlich; nur in Textstelle 1 liegt ver
seinei,*,seinen,*,medium,,llm,google/gemma-4-31b,2026-09-01,confirms seiner: In Kontext 1 ist die Wendung 'auf seinen Wunsch hin' (Akkusativ) in gesellschaftlichen Texten dieser Zeit extrem häufig; in Kontext 2 passt 'mit seinen' grammatikalisch als Dativ Plural. Zudem ist der
seino,*,seine,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms seine: Grammatikalisch korrektes Possessivpronomen; 'seino' existiert im Deutschen nicht.
