left,right,form,source,model,decided_on,note
neu,eröffneten,join,llm,google/gemma-4-31b,2026-08-25,"Der zweite Teil ist kleingeschrieben; es handelt sich um ein zusammengesetztes Adjektiv, das im historischen Satz oft als ein Wort geschrieben wurde."
neue,Europa&quot,split,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um die Wortgruppe „Das neue Europa“ (Titel einer Zeitschrift), bei der das Adjektiv „neue“ und das Substantiv „Europa“ getrennte Wörter sind."
neuer,worbenen,join,llm,google/gemma-4-31b,2026-08-25,Der zweite Teil ist kleingeschrieben und beide Teile bilden zusammen das Adjektiv 'neuerworbenen'.
neuerdings,5000,split,llm,google/gemma-4-31b,2026-08-25,Das Adverb 'neuerdings' steht vor einer Mengenangabe ('5000'); es gibt keinen grammatikalischen Grund für ein Satzzeichen oder einen Bindestrich.
nichts,destoweniger,join,llm,google/gemma-4-31b,2026-08-25,Das Wort 'nichtsdestoweniger' ist ein zusammengesetztes Adverb und wird als ein Wort geschrieben; zudem beginnt der zweite Teil kleingeschrieben.
offen,stand,split,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um die Verbalkonstruktion 'offen stehen' (hier: stand offen), bestehend aus einem Adjektiv und einem Verb; daher zwei getrennte Wörter."
preuß,GJustizrates,period,llm,google/gemma-4-31b,2026-08-25,Abkürzung von 'preußischen' vor einem Amtstitel.
päpstl,Ehrenkreuz,period,llm,google/gemma-4-31b,2026-08-25,"„päpstl.“ ist eine gängige Abkürzung für „päpstliche“, weshalb hier der Abkürzungspunkt gesetzt werden muss."
schleu,derte,join,llm,google/gemma-4-31b,2026-08-25,Das Verb 'schleuderte' wurde mitten im Stamm zerschnitten; der zweite Teil beginnt kleingeschrieben.
schnee,weißen,join,llm,google/gemma-4-31b,2026-08-25,"Das Adjektiv 'schneeweiß' wird im Deutschen zusammengeschrieben; der zweite Teil ist kleingeschrieben, was laut Faustregel auf 'join' hindeutet."
schwarz,drapierte,join,llm,google/gemma-4-31b,2026-08-25,"Der zweite Teil ist klein geschrieben und bildet zusammen mit dem ersten Teil ein zusammengesetztes Adjektiv ('schwarzdrapierte'), das den Leichenwagen beschreibt."
schwarz,weiß,hyphen,llm,google/gemma-4-31b,2026-08-25,Farbkombinationen werden in dieser Zeit typischerweise mit Bindestrich gesetzt; zudem belegt das Korpus diese Form.
schwarz,weißem,hyphen,llm,google/gemma-4-31b,2026-08-25,Farbkombination als zusammengesetztes Adjektiv vor einem Substantiv.
schweig,sam,join,llm,google/gemma-4-31b,2026-08-25,Der zweite Teil ist kleingeschrieben und beide Teile bilden zusammen das Adjektiv 'schweigsam'.
schwer,verwundet,split,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um eine gängige Wortverbindung aus Adjektiv und Partizip, die im Korpus überwiegend getrennt geschrieben wird."
sechs,monatlichem,join,llm,google/gemma-4-31b,2026-08-25,Der zweite Teil ist kleingeschrieben und bildet zusammen mit 'sechs' das Adjektiv 'sechsmonatlich'.
sein,Gemahlin,split,llm,google/gemma-4-31b,2026-08-25,Possessivpronomen 'sein' und das Substantiv 'Gemahlin' sind zwei getrennte Wörter.
sein,er,period,llm,google/gemma-4-31b,2026-08-25,"Der linke Teil endet mit einem Verb ('sein'), der rechte Teil beginnt einen neuen Hauptsatz mit dem Pronomen 'er'. Dies entspricht dem Fall eines Satzendes."
sitzend,Ihre,comma,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um die Einleitung einer Aufzählung (Namensliste), was im Korpus durch Doppelpunkte markiert ist; unter den verfügbaren Optionen ist 'comma' für Aufzählungen vorgesehen."
so,bald,split,llm,google/gemma-4-31b,2026-08-25,"In allen drei Kontexten wird 'so bald' als Adverbialphrase im Sinne von 'so schnell/bald' verwendet, nicht als Konjunktion ('sobald')."
so,dann,join,llm,google/gemma-4-31b,2026-08-25,"Das Wort 'sodann' ist ein im historischen Kontext sehr häufiges Adverb für 'danach/anschließend', was in allen drei Beispielen perfekt passt."
so,gar,join,llm,google/gemma-4-31b,2026-08-25,Das Wort 'sogar' ist ein gängiges Adverb und wird hier in allen drei Kontexten als ein Wort verwendet; der zweite Teil ist kleingeschrieben.
so,lange,split,llm,google/gemma-4-31b,2026-08-25,"In allen drei Beispielen wird 'so lange' als Zeitangabe bzw. im Sinne von 'eine so lange Zeit' verwendet (adverbiale Bestimmung), was in der Orthographie dieser Zeit und auch heute meist getrennt gesc"
so,viel,split,llm,google/gemma-4-31b,2026-08-25,In allen drei Beispielen wird 'so' als Intensivierer vor dem Quantifikator 'viel' verwendet; es handelt sich um zwei getrennte Wörter ohne Satzzeichen.
so,weit,split,llm,google/gemma-4-31b,2026-08-25,"In allen drei Beispielen handelt es sich entweder um die adverbiale Bestimmung des Ausmaßes ('so weit hergestellt', 'so weit bringen') oder die im historischen Kontext oft getrennt geschriebene Konjun"
so,wie,join,llm,google/gemma-4-31b,2026-08-25,"Hier wird 'sowie' als Konjunktion im Sinne von 'und auch' verwendet, was im Deutschen zusammengeschrieben wird."
so,wohl,join,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um die korrelative Konjunktion 'sowohl ... als auch', die als ein Wort geschrieben wird; zudem ist der zweite Teil kleingeschrieben."
sorg,fältigst,join,llm,google/gemma-4-31b,2026-08-25,Der zweite Teil ist klein geschrieben und beide Teile bilden zusammen das Wort 'sorgfältigst'.
statt,Nachmittags,period,llm,google/gemma-4-31b,2026-08-25,"Das Wort 'statt' schließt hier den Satz ab (Teil von 'stattfinden'), und 'Nachmittags' beginnt einen neuen Satz."
stehen,den,join,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um das Partizip Präsens 'stehenden', das hier als Attribut verwendet wird (z. B. 'die im Felde stehenden österreichisch-ungarischen [Truppen/Krankenhäuser]'). Der kleingeschriebene zwe"
sym,bolisierte,join,llm,google/gemma-4-31b,2026-08-25,Das Wort 'symbolisierte' wurde mitten im Stamm zerschnitten; der zweite Teil beginnt klein.
süd,französischen,join,llm,google/gemma-4-31b,2026-08-25,Der zweite Teil ist kleingeschrieben und bildet zusammen mit 'süd' ein einziges Adjektiv (südfranzösisch).
tag,täglich,join,llm,google/gemma-4-31b,2026-08-25,Das Wort 'tagtäglich' ist ein gängiges Adverb und wird zusammengeschrieben; der zweite Teil beginnt klein.
tags,darauf,split,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um die adverbiale Wendung 'tags darauf' (am folgenden Tag), die als zwei getrennte Wörter geschrieben wird."
tel,quel,split,llm,google/gemma-4-31b,2026-08-25,"Feststehender französischer Ausdruck 'tel quel' (so wie es ist), der im Deutschen als zwei Wörter geschrieben wird."
tief,betrauert,split,llm,google/gemma-4-31b,2026-08-25,Es handelt sich um die Kombination aus Adverb 'tief' und Partizip 'betrauert'. Die Häufigkeitsstatistik im Korpus belegt deutlich die getrennte Schreibweise als Standard.
tief,betrübt,split,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um die feste Trauerformel 'trauern tief betrübt'. Obwohl 'tiefbetrübt' als ein Wort existiert, wird es in historischen Todesanzeigen fast immer getrennt geschrieben; der Trennstrich is"
tief,empfundene,join,llm,google/gemma-4-31b,2026-08-25,Zweiter Teil ist klein geschrieben; es handelt sich um das zusammengesetzte Adjektiv 'tiefempfundene'.
tief,gerührt,split,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um zwei separate Wörter (Adverb und Partizip), nicht um ein zusammengesetztes Wort."
tra,am,split,llm,google/gemma-4-31b,2026-08-25,Es handelt sich um das Verb 'trat' (von eine Reise antreten) und die Präposition 'am'. Das 't' von 'trat' wurde vermutlich vom OCR nicht erkannt oder als Trennstrich interpretiert; es sind zwei separa
tun,Die,period,llm,google/gemma-4-31b,2026-08-25,"Das Wort 'tun' ist ein finites Verb, das den Satz abschließt; 'Die' beginnt einen neuen Satz."
um,kreiste,join,llm,google/gemma-4-31b,2026-08-25,Das Wort 'umkreiste' ist ein einfaches Verb und wird hier mitten im Stamm getrennt; der zweite Teil beginnt kleingeschrieben.
um,so,split,llm,google/gemma-4-31b,2026-08-25,"Die Wendungen 'um so leichter' und 'um so mehr' wurden in dieser Zeit überwiegend als zwei Wörter geschrieben, was auch durch die hohe Häufigkeit von 'um so' im Korpus bestätigt wird."
um,woben,join,llm,google/gemma-4-31b,2026-08-25,"Partizip des Verbs 'umweben', zweiter Teil kleingeschrieben; bildet ein einziges Wort."
un,eigennützigen,join,llm,google/gemma-4-31b,2026-08-25,"Der zweite Teil ist kleingeschrieben und 'un-' ist ein Präfix, das hier das Adjektiv 'uneigennützig' bildet."
un,erschöpflich,join,llm,google/gemma-4-31b,2026-08-25,Präfix 'un-' wird mit dem Adjektiv 'erschöpflich' verbunden; zweiter Teil ist kleingeschrieben.
unge,wollt,join,llm,google/gemma-4-31b,2026-08-25,Der zweite Teil ist klein geschrieben und beide Teile bilden zusammen das Adjektiv 'ungewollt'.
unte,den,split,llm,google/gemma-4-31b,2026-08-25,Es handelt sich offensichtlich um einen OCR-Fehler für 'unter den'; es sind zwei getrennte Wörter.
unter,dessen,split,llm,google/gemma-4-31b,2026-08-25,"In den Beispielen 1 und 3 fungiert 'dessen' als Relativpronomen ('unter dessen Programmnummern', 'unter dessen feinem Pinsel'), was eine getrennte Schreibweise erfordert."
unter,haltsam,join,llm,google/gemma-4-31b,2026-08-25,Der zweite Teil ist kleingeschrieben und beide Teile bilden zusammen das Adjektiv 'unterhaltsam'.
unter,nommenen,join,llm,google/gemma-4-31b,2026-08-25,Der zweite Teil ist klein geschrieben und beide Teile bilden zusammen das Wort 'unternommenen'.
unter,steht,join,llm,google/gemma-4-31b,2026-08-25,Das Wort 'untersteht' (von unterstehen) wurde am Zeilenende getrennt; der zweite Teil beginnt klein.
unterhalten,der,comma,llm,google/gemma-4-31b,2026-08-25,"In Textstelle 1 leitet 'der' einen Relativsatz ein, der sich auf den 'Handel' bezieht; hier ist ein Beistrich grammatikalisch zwingend."
unüber,troffenen,join,llm,google/gemma-4-31b,2026-08-25,Der zweite Teil ist kleingeschrieben; es handelt sich um die Trennung des Adjektivs 'unübertroffenen'.
unüberwind,lichen,join,llm,google/gemma-4-31b,2026-08-25,Zweiter Teil ist kleingeschrieben; es handelt sich um die Trennung eines Adjektivs (unüberwindlichen) mitten im Wort.
verlang,samtes,join,llm,google/gemma-4-31b,2026-08-25,Der zweite Teil ist kleingeschrieben und das Wortpaar bildet zusammen das Adjektiv 'verlangsamtes'.
viel,begehrten,split,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um eine Kombination aus Adverb ('viel') und Adjektiv ('begehrten'), die im Deutschen als zwei separate Wörter geschrieben wird."
viel,genannten,split,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um eine Wortgruppe aus einem Adverb ('viel') und einem Adjektiv ('genannten'), die gemeinsam die 'Gräfin' näher bestimmen; dies sind zwei separate Wörter."
viel,mehr,join,llm,google/gemma-4-31b,2026-08-25,"In den Beispielen 1 und 2 wird das Adverb 'vielmehr' (im Sinne von 'eher' oder 'stattdessen') verwendet; zudem ist der zweite Teil kleingeschrieben, was laut Faustregel fast immer auf ein 'join' hinde"
voll,auf,join,llm,google/gemma-4-31b,2026-08-25,"In den Beispielen 1 und 3 handelt es sich um das Adverb 'vollauf' (im Sinne von 'vollständig/ganz'), was eine gängige Wendung ist ('vollauf entsprochen', 'verdienten vollauf')."
vor,dem,split,llm,google/gemma-4-31b,2026-08-25,Die Präposition 'vor' und der Artikel 'dem' sind zwei separate Wörter; ein Satzzeichen dazwischen ist in allen Kontexten ausgeschlossen.
vorm,als,period,llm,google/gemma-4-31b,2026-08-25,"Der linke Teil 'vorm.' ist eine gängige Abkürzung für 'vormittags'. Gemäß den Regeln wird bei Abkürzungen, nach denen der Satz mit einem kleingeschriebenen Wort weiterläuft, die Form 'period' gewählt."
weiß,er,split,llm,google/gemma-4-31b,2026-08-25,Verb 'weiß' und Subjekt 'er' bilden eine grammatikalische Einheit ohne Satzzeichen dazwischen.
weiß,es,split,llm,google/gemma-4-31b,2026-08-25,Verb 'weiß' und Objekt 'es' bilden eine grammatikalische Einheit ohne Satzzeichen dazwischen.
wer,den,join,llm,google/gemma-4-31b,2026-08-25,Das Wort 'werden' wurde mitten im Stamm zerschnitten; der zweite Teil ist kleingeschrieben.
werden,den,split,llm,google/gemma-4-31b,2026-08-25,"In allen Beispielen folgt auf das Verb 'werden' der Artikel 'den', der ein Objekt einleitet; es gibt keinen Grund für eine Zusammenfügung oder ein Satzzeichen."
wie,der,join,llm,google/gemma-4-31b,2026-08-25,"Der zweite Teil ist kleingeschrieben und bildet zusammen mit dem ersten Teil das Wort 'wieder' (Adverb), was in allen drei Kontexten sinnvoll ist."
wie,viel,join,llm,google/gemma-4-31b,2026-08-25,"Im historischen Kontext dieser Zeitung wurde 'wieviel' sehr häufig zusammengeschrieben, was auch durch die Häufigkeitsstatistik im Korpus bestätigt wird."
wieder,eröffnet,join,llm,google/gemma-4-31b,2026-08-25,Der zweite Teil ist kleingeschrieben und bildet zusammen mit 'wieder' das Verb 'wiedereröffnet'; gemäß Faustregel ist bei kleingeschriebenem zweiten Teil fast immer 'join' richtig.
wieder,gewählt,join,llm,google/gemma-4-31b,2026-08-25,Zweiter Teil klein geschrieben; es handelt sich um das zusammengesetzte Verb 'wiedergewählt'.
wieder,hergestellt,join,llm,google/gemma-4-31b,2026-08-25,"Der zweite Teil ist kleingeschrieben und es handelt sich um das Verb 'wiederherstellen'; die Faustregel besagt, dass bei kleinem Anfangsbuchstaben des zweiten Teils fast immer 'join' richtig ist."
wieder,um,join,llm,google/gemma-4-31b,2026-08-25,"Zweiter Teil klein geschrieben; 'wiederum' ist ein gängiges Adverb, das in beiden Kontexten sinnvoll ist."
wieder,vermählt,join,llm,google/gemma-4-31b,2026-08-25,Der zweite Teil ist klein geschrieben und das Wort 'wiedervermählt' kommt im Korpus häufig als ein Wort vor.
wirt,schaftspolitische,join,llm,google/gemma-4-31b,2026-08-25,Der zweite Teil ist kleingeschrieben und beide Teile bilden zusammen das Adjektiv 'wirtschaftspolitische'.
wo,bei,join,llm,google/gemma-4-31b,2026-08-25,"Das Wort 'wobei' ist eine gängige Konjunktion und wird hier als ein Wort verwendet, was durch den kleingeschriebenen zweiten Teil bestätigt wird."
wo,für,join,llm,google/gemma-4-31b,2026-08-25,"In den Beispielen 1 und 2 ist 'wofür' ein relatives Adverb; der zweite Teil ist kleingeschrieben, was laut Faustregel stark für 'join' spricht. Die hohe Korpusfrequenz von 'wofür' stützt dies."
wo,zu,join,llm,google/gemma-4-31b,2026-08-25,"Das Wort 'wozu' fungiert hier als Relativadverb, das sich auf den vorangegangenen 'Verlauf' bezieht; die Konstruktion 'wozu zur besonderen Erheiterung...' ist im Stil der Zeit grammatikalisch korrekt."
wohl,auf,join,llm,google/gemma-4-31b,2026-08-25,Das Adjektiv 'wohlauf' (gesund sein) wird zusammengeschrieben; der Kontext 'wieder wohlauf ist' bestätigt dies.
während,dessen,split,llm,google/gemma-4-31b,2026-08-25,In Beispiel 1 ist es zwingend eine Präposition mit einem Demonstrativpronomen im Genitiv ('während dessen Anwesenheit'). Die Häufigkeiten im Korpus stützen die getrennte Schreibweise.
zu,Schaumburg-Lippe,split,llm,google/gemma-4-31b,2026-08-25,Die Präposition 'zu' gehört zum Namen des Adelshauses (Prinz zu Schaumburg-Lippe) und wird getrennt geschrieben.
zu,bringen,split,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um die Infinitivkonstruktion 'zu bringen' (etwas zu einem Zustand bringen), die immer getrennt geschrieben wird."
zu,führen,split,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich in allen drei Fällen um die Infinitivkonstruktion 'zu führen', die aus zwei getrennten Wörtern besteht."
zu,geben,split,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich in allen drei Fällen um die Infinitivkonstruktion 'zu geben' (z. B. 'Ausdruck zu geben'), nicht um das Verb 'zugeben' im Sinne von eingestehen."
zu,gehen,split,llm,google/gemma-4-31b,2026-08-25,"In den Beispielen 1 und 2 handelt es sich um die Infinitivkonstruktion 'zu gehen' (nach Stockholm/Bayern zu gehen), wobei 'zu' das Infinitivpartikel ist und somit getrennt vom Verb steht. Dies wird au"
zu,kommen,join,llm,google/gemma-4-31b,2026-08-25,"In den Beispielen 2 und 3 handelt es sich um das Verb 'zukommen' im Sinne von 'jemandem etwas zukommen lassen', was ein einziges Wort ist. Die expliziten Trennstriche (¬) in diesen Fällen weisen auf e"
zu,lassen,split,llm,google/gemma-4-31b,2026-08-25,Infinitivkonstruktion 'zu lassen'; es handelt sich um zwei getrennte Wörter.
zu,sammengefaßt,join,llm,google/gemma-4-31b,2026-08-25,Das Wort 'zusammengefaßt' wurde mitten im Stamm zerschnitten; der zweite Teil beginnt kleingeschrieben.
zu,viel,split,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um die adverbiale Bestimmung 'zu viel' (im Sinne von 'zu sehr'), die in allen drei Kontexten als zwei separate Wörter geschrieben wird."
zu,weilen,join,llm,google/gemma-4-31b,2026-08-25,"In den Beispielen 1 und 2 wird 'zuweilen' als Adverb im Sinne von 'gelegentlich' verwendet; zudem ist der zweite Teil kleingeschrieben, was laut Faustregel stark für 'join' spricht."
zweit,jüngster,join,llm,google/gemma-4-31b,2026-08-25,Das Wort 'zweitjüngster' ist ein zusammengesetztes Adjektiv und wird im Deutschen zusammengeschrieben; der zweite Teil beginnt kleingeschrieben.
Öster,reich-Este,join,llm,google/gemma-4-31b,2026-08-25,"Das Wort 'Österreich' wurde am Zeilenende getrennt; der zweite Teil beginnt kleingeschrieben, was auf einen einfachen Wortumbruch hindeutet."
Östern,auf,split,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um die zeitliche Angabe 'zu Ostern' (hier OCR-Fehler 'Östern'), gefolgt von einer Ortsangabe ('auf Schloß...'). Es ist kein Satzzeichen erforderlich."
Östern,in,split,llm,google/gemma-4-31b,2026-08-25,Es handelt sich um das Substantiv 'Ostern' (hier mit OCR-Fehler 'Östern') und die Präposition 'in'; es ist kein Satzzeichen erforderlich.
Östern,mit,split,llm,google/gemma-4-31b,2026-08-25,"Östern (Ostern) ist hier eine Zeitangabe, auf die die Präposition 'mit' folgt; es gibt keinen Grund für ein Satzzeichen oder eine Verbindung."
Östern,zu,split,llm,google/gemma-4-31b,2026-08-25,Es handelt sich um zwei getrennte Wörter ('Ostern' und 'zu'); der Trennstrich bzw. Punkt ist ein OCR-Fehler.
Österr,Schlesien,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um den geographischen Eigennamen 'Österreichisch-Schlesien', der auch in abgekürzter Form ('Österr.-Schlesien') mit einem Bindestrich geschrieben wird."
Österreich,Toscana,hyphen,llm,google/gemma-4-31b,2026-08-25,"Doppelname bzw. Hausbezeichnung des Adels (Österreich-Toscana), zudem durch Korpusbelege gestützt."
öster,ungar,hyphen,llm,google/gemma-4-31b,2026-08-25,Abkürzung des Kompositum-Adjektivs 'österreichisch-ungarisch' (öster.-ungar.).
österr.-ungar,Botschaft,period,llm,google/gemma-4-31b,2026-08-25,Abkürzung von 'österreichisch-ungarische' vor dem Substantiv 'Botschaft'.
über,ein,split,llm,google/gemma-4-31b,2026-08-25,"In der Mehrzahl der Textstellen und laut Häufigkeitsstatistik handelt es sich um die Kombination aus Präposition 'über' und Artikel 'ein', nicht um das Verb 'übereinstimmen'."
über,große,split,llm,google/gemma-4-31b,2026-08-25,"In der Mehrzahl der Beispiele und laut Korpusfrequenz wird 'über' hier als Präposition verwendet ('verfügen über', 'Springprüfung über'), gefolgt vom Adjektiv 'große'; es handelt sich also um zwei sep"
über,zeugenden,join,llm,google/gemma-4-31b,2026-08-25,Der zweite Teil ist kleingeschrieben und beide Teile bilden zusammen das Adjektiv 'überzeugenden'.
—Tea,gowns,split,llm,google/gemma-4-31b,2026-08-25,Es handelt sich um den englischen Begriff 'Tea gowns' (Teekleider) in einer Liste von Modeartikeln; dieser wird im Englischen als zwei Wörter geschrieben.
Gen,Kons,period,manual,,2026-08-25,"consistency: Gen settled as period 8, hyphen 4, join 1; this pair was hyphen"
Gen,Majors,period,manual,,2026-08-25,"consistency: Gen settled as period 8, hyphen 4, join 1; this pair was hyphen"
Inf,Brigade,hyphen,manual,,2026-08-25,"consistency: Inf settled as hyphen 4, period 3; this pair was period"
Min,Präsidenten,hyphen,manual,,2026-08-25,"consistency: Min settled as hyphen 5, period 2; this pair was period"
Min,Rat,hyphen,manual,,2026-08-25,"consistency: Min settled as hyphen 5, period 2; this pair was period"
Hus,Rgt,hyphen,manual,,2026-08-25,"consistency: Hus settled as hyphen 5, period 1; this pair was period"
Honv,HusRgts,period,manual,,2026-08-25,"consistency: Honv settled as period 3, hyphen 2; this pair was hyphen"
Ldw,UlRgt,hyphen,manual,,2026-08-25,"consistency: Ldw settled as hyphen 3, period 2; this pair was period"
Reg,Rat,hyphen,manual,,2026-08-25,"consistency: Reg settled as hyphen 4, period 1; this pair was period"
Bez,Hptm,hyphen,manual,,2026-08-25,"consistency: Bez settled as hyphen 2, period 2; this pair was hyphen"
Bez,Hptms,hyphen,manual,,2026-08-25,"consistency: Bez settled as hyphen 2, period 2; this pair was period"
Bez,Hptmschaft,hyphen,manual,,2026-08-25,"consistency: Bez settled as hyphen 2, period 2; this pair was hyphen"
Leg,Sekr,period,manual,,2026-08-25,"consistency: Leg settled as period 3, hyphen 1; this pair was hyphen"
Lin,Schiffslts,hyphen,manual,,2026-08-25,"consistency: Lin settled as hyphen 3, period 1; this pair was period"
Botsch,Rat,hyphen,manual,,2026-08-25,"consistency: Botsch settled as hyphen 2, period 1; this pair was period"
GGren,Rgt,hyphen,manual,,2026-08-25,"consistency: GGren settled as period 1, hyphen 1; this pair was period"
GGren,Rgts,hyphen,manual,,2026-08-25,"consistency: GGren settled as period 1, hyphen 1; this pair was hyphen"
LdwUl,Rgtes,hyphen,manual,,2026-08-25,"consistency: LdwUl settled as period 1, hyphen 1; this pair was period"
LdwUl,Rgts,hyphen,manual,,2026-08-25,"consistency: LdwUl settled as period 1, hyphen 1; this pair was hyphen"
Leibgarde,Reiter-Eskadron,hyphen,manual,,2026-08-25,"consistency: Leibgarde settled as hyphen 1, join 1; this pair was hyphen"
Leibgarde,reiter-Eskadron,join,manual,,2026-08-25,"consistency: Leibgarde settled as hyphen 1, join 1; this pair was join"
New,York,split,manual,,2026-08-25,"consistency: New settled as split 1, hyphen 1; this pair was split"
New,Yorker,hyphen,manual,,2026-08-25,"consistency: New settled as split 1, hyphen 1; this pair was hyphen"
OReg,Rat,hyphen,manual,,2026-08-25,"consistency: OReg settled as period 1, hyphen 1; this pair was period"
OReg,Rates,hyphen,manual,,2026-08-25,"consistency: OReg settled as period 1, hyphen 1; this pair was hyphen"
VerwGer,Hofe,hyphen,manual,,2026-08-25,"consistency: VerwGer settled as hyphen 1, period 1; this pair was hyphen"
VerwGer,Hofes,hyphen,manual,,2026-08-25,"consistency: VerwGer settled as hyphen 1, period 1; this pair was period"
Gen,Adj,period,manual,,2026-08-25,"consistency: Gen settled as period 10, hyphen 2, join 1; this pair was hyphen"
Gen,Dir,period,manual,,2026-08-25,"consistency: Gen settled as period 10, hyphen 2, join 1; this pair was hyphen"
Gen,Lt,period,manual,,2026-08-25,"consistency: Gen settled as period 10, hyphen 2, join 1; this pair was join"
Mil,Akad,hyphen,manual,,2026-08-25,"consistency: Mil settled as hyphen 7, period 2; this pair was period"
Mil,Kanzlei,hyphen,manual,,2026-08-25,"consistency: Mil settled as hyphen 7, period 2; this pair was period"
Res,InfRgt,hyphen,manual,,2026-08-25,"consistency: Res settled as hyphen 8, period 1; this pair was period"
Inf,Rgt,hyphen,manual,,2026-08-25,"consistency: Inf settled as hyphen 5, period 2; this pair was period"
Inf,Rgts,hyphen,manual,,2026-08-25,"consistency: Inf settled as hyphen 5, period 2; this pair was period"
Statth,Konz,hyphen,manual,,2026-08-25,"consistency: Statth settled as hyphen 3, period 3; this pair was hyphen"
Statth,Rat,hyphen,manual,,2026-08-25,"consistency: Statth settled as hyphen 3, period 3; this pair was period"
Statth,Rate,hyphen,manual,,2026-08-25,"consistency: Statth settled as hyphen 3, period 3; this pair was period"
Statth,Rates,hyphen,manual,,2026-08-25,"consistency: Statth settled as hyphen 3, period 3; this pair was period"
Statth,Sekr,hyphen,manual,,2026-08-25,"consistency: Statth settled as hyphen 3, period 3; this pair was hyphen"
Statth,VPräs,hyphen,manual,,2026-08-25,"consistency: Statth settled as hyphen 3, period 3; this pair was hyphen"
Honv,Kmdt,period,manual,,2026-08-25,"consistency: Honv settled as period 4, hyphen 1; this pair was hyphen"
Ldw,Ruhest,hyphen,manual,,2026-08-25,"consistency: Ldw settled as hyphen 4, period 1; this pair was period"
Bez,Komm,hyphen,manual,,2026-08-25,"consistency: Bez settled as hyphen 3, period 1; this pair was period"
Brig,Kmdo,hyphen,manual,,2026-08-25,"consistency: Brig settled as hyphen 2, period 1; this pair was period"
Ges,Att,period,manual,,2026-08-25,"consistency: Ges settled as period 2, hyphen 1; this pair was hyphen"
Kab,Chef,hyphen,manual,,2026-08-25,"consistency: Kab settled as hyphen 2, period 1; this pair was period"
Ldst,Bat,hyphen,manual,,2026-08-25,"consistency: Ldst settled as hyphen 2, period 1; this pair was period"
Bat,Führer,hyphen,manual,,2026-08-25,"consistency: Bat settled as hyphen 1, period 1; this pair was hyphen"
Bat,Kmdr,hyphen,manual,,2026-08-25,"consistency: Bat settled as hyphen 1, period 1; this pair was period"
Bund,Min,hyphen,manual,,2026-08-25,"consistency: Bund settled as period 1, hyphen 1; this pair was period"
Bund,Präs,hyphen,manual,,2026-08-25,"consistency: Bund settled as period 1, hyphen 1; this pair was hyphen"
Verw,GerHofes,hyphen,manual,,2026-08-25,"consistency: Verw settled as hyphen 1, period 1; this pair was hyphen"
Verw,Gerichtshofes,hyphen,manual,,2026-08-25,"consistency: Verw settled as hyphen 1, period 1; this pair was period"
Marie,Agnes,split,manual,,2026-08-25,"consistency: Marie settled as split 18, hyphen 1; this pair was split"
Marie,Alice,split,manual,,2026-08-25,"consistency: Marie settled as split 18, hyphen 1; this pair was split"
Marie,Anne,split,manual,,2026-08-25,"consistency: Marie settled as split 18, hyphen 1; this pair was split"
Marie,Antoinette,split,manual,,2026-08-25,"consistency: Marie settled as split 18, hyphen 1; this pair was split"
Marie,Christine,split,manual,,2026-08-25,"consistency: Marie settled as split 18, hyphen 1; this pair was split"
Marie,Gabrielle,split,manual,,2026-08-25,"consistency: Marie settled as split 18, hyphen 1; this pair was split"
Marie,Henriette,split,manual,,2026-08-25,"consistency: Marie settled as split 18, hyphen 1; this pair was split"
Marie,Jeanne,split,manual,,2026-08-25,"consistency: Marie settled as split 18, hyphen 1; this pair was hyphen"
Marie,José,split,manual,,2026-08-25,"consistency: Marie settled as split 18, hyphen 1; this pair was split"
Marie,Leontine,split,manual,,2026-08-25,"consistency: Marie settled as split 18, hyphen 1; this pair was split"
Marie,Louise,split,manual,,2026-08-25,"consistency: Marie settled as split 18, hyphen 1; this pair was split"
Marie,Luise,split,manual,,2026-08-25,"consistency: Marie settled as split 18, hyphen 1; this pair was split"
Marie,Paula,split,manual,,2026-08-25,"consistency: Marie settled as split 18, hyphen 1; this pair was split"
Marie,Rose,split,manual,,2026-08-25,"consistency: Marie settled as split 18, hyphen 1; this pair was split"
Marie,Sophie,split,manual,,2026-08-25,"consistency: Marie settled as split 18, hyphen 1; this pair was split"
Marie,Therese,split,manual,,2026-08-25,"consistency: Marie settled as split 18, hyphen 1; this pair was split"
Marie,Thérèse,split,manual,,2026-08-25,"consistency: Marie settled as split 18, hyphen 1; this pair was split"
Marie,Ursula,split,manual,,2026-08-25,"consistency: Marie settled as split 18, hyphen 1; this pair was split"
